item_id,department,category,subcategory,brand,production_date,sold_date,days_to_sell,production_price,sold_price
920,Womens,Pants,Trousers,Zara,2025-11-30,2025-12-23,23.0,8.66,6.46
921,Children,Outerwear,Jacket,Carhartt,2025-11-30,2025-12-29,29.0,23.8,15.23
922,Mens,Pants,Chinos,Old Navy,2025-11-28,2025-11-29,1.0,8.42,9.1
923,Womens,Pants,Jeans,Carhartt,2025-11-27,2025-12-22,25.0,24.95,15.88
924,Mens,Jackets,Puffer,Uniqlo,2025-12-02,2025-12-13,11.0,9.2,7.99
925,Mens,Pants,Chinos,Columbia,2025-11-29,2025-12-27,28.0,10.4,7.61
926,Womens,Tops,T-Shirt,Carhartt,2025-12-03,2025-12-07,4.0,31.01,33.69
927,Womens,Shoes,Heels,Old Navy,2025-11-30,2025-12-07,7.0,10.97,11.78
928,Womens,Tops,T-Shirt,H&M,2025-11-28,2025-12-03,5.0,7.35,7.43
929,Womens,Dresses,Casual Dress,Nike,2025-12-02,2026-01-13,42.0,22.25,14.57
930,Children,Outerwear,Raincoat,H&M,2025-11-27,2025-11-29,2.0,7.69,8.43
931,Children,Bottoms,Leggings,Columbia,2025-11-27,2025-11-29,2.0,21.29,22.51
932,Mens,Jackets,Blazer,Carhartt,2025-12-02,2025-12-06,4.0,23.46,26.36
933,Children,Outerwear,Jacket,Columbia,2025-12-01,,,22.08,
934,Mens,Shirts,Button-Down,H&M,2025-11-27,,,6.81,
935,Womens,Pants,Wide-Leg Pants,Nike,2025-12-01,,,15.19,
936,Mens,Jackets,Bomber,Gap,2025-12-02,2025-12-29,27.0,14.3,9.25
937,Womens,Pants,Jeans,Patagonia,2025-12-02,2025-12-12,10.0,26.52,26.5
938,Mens,Jackets,Bomber,Columbia,2025-12-02,2025-12-08,6.0,24.69,26.79
939,Mens,Jackets,Puffer,Patagonia,2025-11-27,2025-11-30,3.0,25.49,25.8
940,Womens,Tops,T-Shirt,The North Face,2025-11-28,2025-12-06,8.0,25.15,26.16
941,Mens,Jackets,Denim Jacket,Columbia,2025-11-27,2025-12-09,12.0,24.7,23.22
942,Womens,Dresses,Casual Dress,Ralph Lauren,2025-11-27,2025-11-27,0.0,24.72,25.17
943,Womens,Outerwear,Coat,Nike,2025-11-27,2025-12-19,22.0,17.25,13.83
944,Children,Tops,Polo,Old Navy,2025-12-03,2025-12-08,5.0,7.78,8.49
945,Mens,Pants,Jeans,Lululemon,2025-12-01,2025-12-18,17.0,36.84,28.5
946,Womens,Dresses,Maxi Dress,Carhartt,2025-11-29,2025-12-02,3.0,25.35,25.39
947,Children,Tops,Sweatshirt,Old Navy,2025-11-30,2025-12-10,10.0,7.77,6.92
948,Mens,Pants,Chinos,Zara,2025-11-29,2026-01-08,40.0,13.88,9.06
949,Mens,Pants,Jeans,H&M,2025-11-29,,,9.25,
950,Mens,Pants,Chinos,Gap,2025-11-28,2025-12-03,5.0,10.14,9.68
951,Womens,Shoes,Heels,Ralph Lauren,2025-12-01,2025-12-12,11.0,20.14,17.72
952,Womens,Tops,Blouse,Ralph Lauren,2025-11-27,2025-12-02,5.0,25.27,23.58
953,Mens,Pants,Dress Pants,Patagonia,2025-11-28,2025-12-23,25.0,29.52,22.3
954,Children,Tops,Hoodie,Gap,2025-12-03,2025-12-17,14.0,7.77,7.27
955,Womens,Pants,Jeans,Ralph Lauren,2025-11-28,2025-12-13,15.0,19.87,17.18
956,Children,Shoes,Sandals,The North Face,2025-12-03,2025-12-08,5.0,18.32,19.33
957,Children,Shoes,Sandals,Carhartt,2025-11-27,2025-12-04,7.0,23.07,22.19
958,Mens,Shoes,Loafers,Zara,2025-11-30,2025-12-13,13.0,13.44,12.35
959,Mens,Jackets,Blazer,Zara,2025-11-28,2025-12-11,13.0,9.68,7.91
960,Womens,Tops,T-Shirt,Nike,2025-12-02,2025-12-18,16.0,20.06,17.83
961,Children,Tops,Hoodie,Ralph Lauren,2025-11-28,,,28.36,
962,Children,Outerwear,Sweater,Levi's,2025-11-27,,,14.0,
963,Womens,Pants,Leggings,Nike,2025-12-02,2025-12-11,9.0,20.57,19.09
964,Mens,Shoes,Loafers,Levi's,2025-12-02,2025-12-25,23.0,15.69,10.17
965,Womens,Dresses,Casual Dress,H&M,2025-11-28,2025-12-02,4.0,8.22,7.74
966,Mens,Shoes,Loafers,Gap,2025-12-01,2025-12-06,5.0,16.01,16.6
967,Children,Shoes,Sandals,Patagonia,2025-12-01,,,32.47,
968,Mens,Jackets,Denim Jacket,Zara,2025-11-27,2025-12-13,16.0,6.25,4.82
969,Mens,Pants,Chinos,The North Face,2025-11-28,2025-12-14,16.0,41.95,32.76
970,Mens,Shirts,Polo,Uniqlo,2025-12-03,2025-12-04,1.0,10.28,11.69
971,Mens,Jackets,Blazer,Levi's,2025-11-28,2026-01-01,34.0,19.39,13.88
972,Mens,Pants,Dress Pants,Ralph Lauren,2025-12-01,2025-12-07,6.0,27.21,25.3
973,Mens,Shoes,Sandals,Zara,2025-12-03,2025-12-18,15.0,7.08,6.47
974,Children,Bottoms,Joggers,The North Face,2025-11-27,2025-12-16,19.0,32.27,27.53
975,Womens,Outerwear,Blazer,Uniqlo,2025-11-27,2025-11-30,3.0,9.84,10.39
976,Womens,Pants,Jeans,Gap,2025-11-27,2025-11-29,2.0,11.48,11.69
977,Womens,Tops,Sweater,H&M,2025-11-30,2025-12-04,4.0,6.24,6.09
978,Mens,Jackets,Blazer,Old Navy,2025-11-30,2025-12-29,29.0,10.91,7.95
979,Mens,Shirts,Henley,Adidas,2025-12-01,2025-12-17,16.0,14.18,10.91
980,Children,Bottoms,Jeans,Uniqlo,2025-11-29,2025-12-04,5.0,12.66,13.61
981,Children,Tops,Sweatshirt,Adidas,2025-12-01,2025-12-17,16.0,20.67,16.23
982,Children,Tops,Sweatshirt,Ralph Lauren,2025-12-02,2025-12-14,12.0,19.15,18.7
983,Children,Tops,T-Shirt,Uniqlo,2025-12-01,2025-12-06,5.0,10.18,10.09
984,Mens,Shirts,Button-Down,Adidas,2025-12-01,2026-01-21,51.0,21.37,16.41
985,Womens,Pants,Trousers,Gap,2025-12-02,2025-12-15,13.0,11.34,10.97
986,Mens,Pants,Cargo Pants,Zara,2025-12-01,2025-12-06,5.0,7.89,8.32
987,Womens,Shoes,Sneakers,Patagonia,2025-11-29,,,29.78,
988,Children,Tops,T-Shirt,Lululemon,2025-11-30,2025-12-07,7.0,37.28,38.32
989,Children,Tops,T-Shirt,Nike,2025-12-02,2025-12-07,5.0,13.16,14.37
990,Children,Tops,T-Shirt,Carhartt,2025-12-03,2025-12-26,23.0,22.33,16.8
991,Mens,Shirts,T-Shirt,Nike,2025-12-03,2026-01-14,42.0,23.27,15.55
992,Children,Tops,Polo,Patagonia,2025-11-27,2025-12-13,16.0,37.0,31.34
993,Mens,Shirts,Polo,Levi's,2025-12-01,2025-12-20,19.0,15.71,11.2
994,Children,Outerwear,Puffer,H&M,2025-12-02,2025-12-05,3.0,10.05,9.65
995,Mens,Jackets,Puffer,Patagonia,2025-11-28,2025-12-05,7.0,24.32,22.37
996,Womens,Shoes,Flats,Uniqlo,2025-12-02,2025-12-21,19.0,11.35,8.94
997,Children,Shoes,Sneakers,The North Face,2025-11-28,2025-12-17,19.0,29.27,23.69
998,Womens,Outerwear,Coat,Uniqlo,2025-11-28,,,11.5,
999,Children,Shoes,Boots,Ralph Lauren,2025-11-28,2025-12-04,6.0,27.67,25.78
1000,Mens,Shoes,Sneakers,Lululemon,2025-12-02,2025-12-07,5.0,40.76,44.69
1001,Children,Shoes,Slip-ons,Carhartt,2025-12-03,,,22.09,
1002,Children,Tops,T-Shirt,Gap,2025-12-02,2025-12-10,8.0,12.88,11.78
1003,Womens,Pants,Jeans,Gap,2025-12-02,,,13.86,
1004,Mens,Pants,Chinos,Patagonia,2025-11-30,2025-12-18,18.0,27.91,20.2
1005,Mens,Jackets,Puffer,Carhartt,2025-11-30,,,22.52,
1006,Mens,Jackets,Blazer,Patagonia,2025-12-02,2025-12-07,5.0,30.89,29.04
1007,Mens,Pants,Jeans,Lululemon,2025-12-01,2025-12-20,19.0,28.9,20.47
1008,Mens,Jackets,Denim Jacket,Levi's,2025-11-30,2025-12-01,1.0,21.79,24.19
1009,Children,Tops,Sweatshirt,Old Navy,2025-12-03,2025-12-06,3.0,7.86,8.17
1010,Womens,Outerwear,Cardigan,Old Navy,2025-12-01,2025-12-03,2.0,5.81,6.59
1011,Womens,Shoes,Sneakers,Nike,2025-11-29,2025-12-04,5.0,11.96,12.33
1012,Womens,Shoes,Sneakers,Old Navy,2025-11-28,2025-12-06,8.0,11.75,10.3
1013,Mens,Shoes,Sneakers,Columbia,2025-11-28,2025-12-04,6.0,26.76,26.34
1014,Children,Tops,Polo,Ralph Lauren,2025-11-29,2025-12-06,7.0,29.79,26.41
1015,Children,Outerwear,Jacket,Uniqlo,2025-11-29,2025-12-01,2.0,8.59,9.01
1016,Womens,Pants,Leggings,Nike,2025-11-30,2026-01-04,35.0,16.77,12.78
1017,Mens,Shoes,Boots,Nike,2025-11-27,2025-12-10,13.0,17.84,17.01
1018,Womens,Dresses,Mini Dress,Zara,2025-11-30,2025-12-24,24.0,9.15,6.38
1019,Mens,Jackets,Denim Jacket,Uniqlo,2025-11-27,,,9.51,
1020,Children,Shoes,Sandals,Uniqlo,2025-12-02,2026-01-04,33.0,9.95,7.34
1021,Womens,Shoes,Sneakers,Carhartt,2025-11-30,,,21.32,
1022,Womens,Outerwear,Cardigan,Levi's,2025-11-27,2025-12-04,7.0,16.21,16.8
1023,Mens,Shoes,Sandals,Patagonia,2025-11-27,2026-01-21,55.0,30.79,21.45
1024,Children,Shoes,Boots,Patagonia,2025-11-27,2025-12-15,18.0,29.69,22.19
1025,Womens,Pants,Leggings,Adidas,2025-12-03,,,20.78,
1026,Womens,Pants,Leggings,Columbia,2025-12-03,,,16.57,
1027,Mens,Shoes,Sneakers,Gap,2025-12-01,2025-12-19,18.0,13.35,9.79
1028,Mens,Pants,Cargo Pants,Old Navy,2025-11-28,2025-12-18,20.0,9.28,6.69
1029,Mens,Jackets,Puffer,Old Navy,2025-11-30,2025-12-22,22.0,10.62,8.04
1030,Children,Tops,Hoodie,Patagonia,2025-12-01,2025-12-07,6.0,25.32,23.85
1031,Children,Tops,Hoodie,H&M,2025-11-27,2025-12-03,6.0,7.44,7.54
1032,Mens,Pants,Dress Pants,Old Navy,2025-11-28,,,9.51,
1033,Mens,Shirts,Henley,Levi's,2025-11-30,2025-12-19,19.0,24.41,18.95
1034,Mens,Pants,Chinos,Gap,2025-11-29,2025-11-30,1.0,14.28,14.58
1035,Mens,Shirts,Henley,Gap,2025-12-02,2025-12-09,7.0,12.36,13.06
1036,Mens,Pants,Cargo Pants,Adidas,2025-12-03,2025-12-31,28.0,17.5,13.33
1037,Womens,Pants,Wide-Leg Pants,Nike,2025-12-02,2025-12-22,20.0,15.76,11.94
1038,Children,Tops,T-Shirt,Lululemon,2025-12-03,2025-12-30,27.0,31.97,22.29
1039,Children,Outerwear,Sweater,H&M,2025-11-30,2025-12-09,9.0,4.68,4.39
1040,Womens,Dresses,Evening Dress,Adidas,2025-12-01,2025-12-06,5.0,12.85,13.15
1041,Womens,Shoes,Heels,Gap,2025-11-29,2025-12-06,7.0,11.12,11.29
1042,Mens,Jackets,Puffer,Patagonia,2025-11-28,2025-12-03,5.0,23.84,24.53
1043,Womens,Pants,Wide-Leg Pants,Carhartt,2025-11-29,,,31.05,
1044,Womens,Outerwear,Jacket,Ralph Lauren,2025-11-29,,,17.81,
1045,Children,Bottoms,Shorts,Ralph Lauren,2025-11-28,2025-12-01,3.0,27.51,30.54
1046,Womens,Dresses,Evening Dress,Patagonia,2025-11-30,2025-12-05,5.0,33.45,34.21
1047,Womens,Shoes,Heels,Old Navy,2025-12-03,2025-12-25,22.0,6.68,5.32
1048,Mens,Shoes,Loafers,Adidas,2025-11-27,2026-01-05,39.0,22.98,14.91
1049,Children,Shoes,Sneakers,Ralph Lauren,2025-12-01,2025-12-15,14.0,15.98,14.25
1050,Womens,Dresses,Casual Dress,The North Face,2025-12-02,2025-12-11,9.0,32.95,31.52
1051,Mens,Shoes,Sandals,Old Navy,2025-11-29,2025-12-04,5.0,10.03,10.77
1052,Mens,Jackets,Bomber,Ralph Lauren,2025-12-03,2025-12-15,12.0,26.21,25.03
1053,Womens,Pants,Jeans,Old Navy,2025-11-27,2025-12-14,17.0,9.91,8.32
1054,Womens,Dresses,Mini Dress,Nike,2025-11-29,2025-12-18,19.0,16.55,12.55
1055,Mens,Shoes,Loafers,Nike,2025-12-01,2025-12-04,3.0,13.54,14.77
1056,Womens,Tops,Blouse,Patagonia,2025-12-01,2025-12-03,2.0,31.46,32.94
1057,Womens,Shoes,Heels,The North Face,2025-12-01,,,27.87,
1058,Mens,Pants,Cargo Pants,The North Face,2025-11-30,,,38.92,
1059,Mens,Shirts,Henley,Lululemon,2025-11-27,2025-12-06,9.0,29.3,29.1
1060,Mens,Pants,Jeans,Patagonia,2025-11-28,2025-11-29,1.0,31.88,35.15
1061,Womens,Outerwear,Cardigan,Uniqlo,2025-12-01,2025-12-15,14.0,6.58,5.42
1062,Womens,Shoes,Flats,H&M,2025-12-02,2025-12-07,5.0,8.76,8.75
1063,Womens,Shoes,Sneakers,Zara,2025-12-01,,,11.6,
1064,Womens,Tops,Tank Top,H&M,2025-11-30,2025-12-08,8.0,8.28,8.19
1065,Mens,Shoes,Boots,Old Navy,2025-11-28,,,10.09,
1066,Children,Shoes,Sandals,The North Face,2025-12-03,,,27.22,
1067,Womens,Tops,Tank Top,Old Navy,2025-12-03,2025-12-17,14.0,13.4,10.53
1068,Mens,Shirts,T-Shirt,Nike,2025-11-28,2025-12-19,21.0,20.93,15.51
1069,Womens,Tops,Blouse,Lululemon,2025-12-03,2026-01-02,30.0,22.82,16.04
1070,Womens,Pants,Jeans,Uniqlo,2025-12-02,2025-12-18,16.0,10.3,8.94
1071,Children,Tops,Polo,Nike,2025-11-30,2025-12-16,16.0,19.98,17.12
1072,Womens,Tops,Sweater,The North Face,2025-11-30,2025-12-15,15.0,37.56,31.89
1073,Children,Tops,Hoodie,Uniqlo,2025-11-27,2025-12-07,10.0,12.28,11.74
1074,Womens,Shoes,Heels,The North Face,2025-11-28,2025-12-03,5.0,36.67,38.09
1075,Womens,Pants,Wide-Leg Pants,Lululemon,2025-12-01,2025-12-17,16.0,31.27,27.68
1076,Children,Bottoms,Joggers,Zara,2025-12-02,,,9.93,
1077,Mens,Pants,Dress Pants,Nike,2025-11-30,,,16.33,
1078,Mens,Pants,Cargo Pants,Ralph Lauren,2025-11-27,,,30.07,
1079,Mens,Shoes,Sandals,Patagonia,2025-12-01,2025-12-13,12.0,36.93,34.02
1080,Womens,Pants,Jeans,Carhartt,2025-11-30,2026-01-01,32.0,25.97,17.43
1081,Children,Outerwear,Sweater,Levi's,2025-12-03,2025-12-11,8.0,22.09,23.38
1082,Mens,Shirts,Henley,Levi's,2025-12-02,2025-12-24,22.0,22.61,16.88
1083,Children,Tops,Polo,Zara,2025-12-01,2025-12-14,13.0,11.37,10.71
1084,Womens,Shoes,Heels,Adidas,2025-12-03,2025-12-17,14.0,17.6,16.05
1085,Womens,Outerwear,Cardigan,Lululemon,2025-11-29,2025-12-15,16.0,30.86,24.32
1086,Children,Bottoms,Shorts,The North Face,2025-11-30,2025-12-04,4.0,35.49,33.23
1087,Womens,Pants,Jeans,Uniqlo,2025-11-27,2025-11-29,2.0,10.31,10.81
1088,Womens,Pants,Jeans,Carhartt,2025-11-27,2025-12-11,14.0,14.66,13.94
1089,Womens,Dresses,Mini Dress,Adidas,2025-12-03,2025-12-23,20.0,17.93,14.88
1090,Children,Tops,Hoodie,Levi's,2025-11-27,2025-12-02,5.0,22.62,23.15
1091,Womens,Pants,Jeans,Columbia,2025-12-01,2025-12-01,0.0,28.15,29.23
1092,Womens,Outerwear,Blazer,Carhartt,2025-11-29,2025-12-13,14.0,19.8,18.73
1093,Womens,Shoes,Heels,Lululemon,2025-11-27,2025-12-03,6.0,22.74,23.94
1094,Mens,Pants,Chinos,Lululemon,2025-11-30,2025-12-14,14.0,32.79,26.63
1095,Womens,Outerwear,Blazer,Zara,2025-11-27,2025-12-02,5.0,8.97,8.72
1096,Womens,Shoes,Sneakers,Old Navy,2025-12-02,2025-12-18,16.0,8.57,7.45
1097,Womens,Shoes,Boots,Carhartt,2025-11-27,2025-12-07,10.0,14.42,13.43
1098,Children,Tops,T-Shirt,Patagonia,2025-12-03,2025-12-14,11.0,25.68,24.39
1099,Mens,Jackets,Puffer,Zara,2025-11-29,2025-12-13,14.0,12.87,10.34
1100,Mens,Shoes,Boots,Lululemon,2025-11-27,,,47.21,
1101,Children,Shoes,Sandals,H&M,2025-12-02,,,9.38,
1102,Children,Bottoms,Shorts,Lululemon,2025-12-01,2025-12-07,6.0,36.78,38.1
1103,Children,Bottoms,Shorts,H&M,2025-11-29,2025-12-02,3.0,9.31,10.13
1104,Children,Outerwear,Raincoat,Zara,2025-11-28,2025-12-08,10.0,6.03,5.56
1105,Womens,Outerwear,Cardigan,Adidas,2025-12-02,2025-12-19,17.0,13.75,10.71
1106,Children,Outerwear,Jacket,H&M,2025-12-03,,,4.89,
1107,Mens,Shirts,T-Shirt,Levi's,2025-11-29,2025-12-17,18.0,10.46,7.55
1108,Children,Tops,T-Shirt,Ralph Lauren,2025-11-27,2025-12-02,5.0,32.49,35.42
1109,Womens,Outerwear,Coat,Patagonia,2025-12-03,2025-12-06,3.0,38.14,38.68
1110,Mens,Shirts,Button-Down,The North Face,2025-11-29,2025-12-10,11.0,29.75,24.66
1111,Womens,Shoes,Heels,Lululemon,2025-11-28,2025-12-22,24.0,25.65,16.28
1112,Mens,Pants,Cargo Pants,Old Navy,2025-11-29,,,11.16,
1113,Children,Outerwear,Raincoat,The North Face,2025-11-29,2025-11-30,1.0,22.56,24.42
1114,Mens,Shoes,Loafers,Nike,2025-11-30,2025-12-04,4.0,24.26,25.07
1115,Womens,Tops,Blouse,Carhartt,2025-11-30,2025-12-13,13.0,15.73,13.71
1116,Womens,Pants,Trousers,Zara,2025-11-30,2025-12-11,11.0,9.81,9.01
1117,Children,Bottoms,Shorts,Gap,2025-12-03,2025-12-11,8.0,9.93,8.92
1118,Mens,Shirts,Polo,Old Navy,2025-12-03,2025-12-08,5.0,11.89,11.63
1119,Children,Bottoms,Jeans,Lululemon,2025-11-28,2025-12-18,20.0,26.26,20.56
1120,Children,Outerwear,Sweater,Uniqlo,2025-11-30,2025-11-30,0.0,8.53,9.92
1121,Mens,Pants,Dress Pants,Zara,2025-12-01,2026-01-04,34.0,10.04,7.46
1122,Womens,Tops,T-Shirt,Zara,2025-11-29,,,13.87,
1123,Mens,Shoes,Sneakers,Uniqlo,2025-12-01,2025-12-13,12.0,11.56,10.66
1124,Mens,Shoes,Sandals,Uniqlo,2025-11-28,2025-12-15,17.0,11.15,9.02
1125,Mens,Jackets,Bomber,Lululemon,2025-11-28,2025-12-11,13.0,29.87,25.96
1126,Womens,Tops,Blouse,Levi's,2025-11-30,2025-12-03,3.0,16.74,16.43
1127,Children,Bottoms,Leggings,Levi's,2025-11-30,2025-12-07,7.0,21.8,19.78
1128,Womens,Outerwear,Cardigan,Ralph Lauren,2025-11-30,2025-12-17,17.0,32.8,26.24
1129,Mens,Jackets,Denim Jacket,Gap,2025-11-29,2025-12-16,17.0,13.43,12.01
1130,Mens,Pants,Dress Pants,Columbia,2025-11-30,2025-12-07,7.0,23.44,22.75
1131,Children,Shoes,Sandals,Zara,2025-11-28,2025-12-12,14.0,11.98,9.46
1132,Womens,Tops,T-Shirt,H&M,2025-11-30,2025-12-11,11.0,6.99,6.38
1133,Children,Shoes,Slip-ons,Patagonia,2025-11-30,2026-01-01,32.0,21.67,14.32
1134,Mens,Shoes,Boots,Lululemon,2025-12-01,2025-12-03,2.0,37.3,41.85
1135,Children,Shoes,Slip-ons,Levi's,2025-12-03,2025-12-26,23.0,23.48,16.46
1136,Mens,Shirts,Henley,Levi's,2025-11-30,2025-12-03,3.0,14.67,16.32
1137,Mens,Shirts,T-Shirt,H&M,2025-12-01,,,9.73,
1138,Womens,Shoes,Heels,Adidas,2025-11-30,2025-12-12,12.0,17.78,14.55
1139,Mens,Shirts,Button-Down,Carhartt,2025-12-03,2025-12-14,11.0,22.54,19.03
1140,Womens,Pants,Leggings,The North Face,2025-12-02,2026-01-05,34.0,25.69,17.44
1141,Children,Outerwear,Jacket,Lululemon,2025-12-03,,,26.81,
1142,Children,Outerwear,Raincoat,Carhartt,2025-12-02,2025-12-09,7.0,22.9,23.92
1143,Womens,Outerwear,Coat,H&M,2025-11-30,2025-12-14,14.0,7.9,6.98
1144,Children,Tops,Polo,Columbia,2025-11-27,2025-12-07,10.0,22.58,22.26
1145,Womens,Pants,Wide-Leg Pants,Old Navy,2025-12-02,2025-12-23,21.0,9.95,7.81
1146,Womens,Tops,T-Shirt,Uniqlo,2025-12-02,2025-12-29,27.0,15.59,11.07
1147,Mens,Jackets,Puffer,Zara,2025-11-27,,,10.11,
1148,Womens,Pants,Jeans,The North Face,2025-12-03,2025-12-17,14.0,36.66,31.27
1149,Children,Bottoms,Leggings,Patagonia,2025-11-28,,,24.1,
1150,Mens,Pants,Dress Pants,H&M,2025-11-30,2025-12-22,22.0,8.39,5.8
1151,Mens,Jackets,Denim Jacket,Lululemon,2025-11-28,2025-12-18,20.0,30.9,24.0
1152,Mens,Shirts,Henley,Adidas,2025-11-28,2025-12-04,6.0,15.11,14.18
1153,Children,Tops,Sweatshirt,The North Face,2025-12-01,2025-12-24,23.0,23.17,16.84
1154,Children,Outerwear,Jacket,H&M,2025-12-01,2025-12-03,2.0,10.77,11.93
1155,Womens,Shoes,Sneakers,Uniqlo,2025-11-30,2025-12-20,20.0,9.52,7.46
1156,Children,Bottoms,Shorts,Lululemon,2025-11-28,2026-01-10,43.0,40.11,28.41
1157,Children,Shoes,Sneakers,Zara,2025-12-01,,,8.77,
1158,Mens,Shoes,Boots,Zara,2025-11-28,2025-12-11,13.0,13.54,11.58
1159,Mens,Shirts,Henley,Ralph Lauren,2025-11-29,,,26.58,
1160,Mens,Shirts,Polo,Nike,2025-11-27,2025-11-30,3.0,16.33,17.1
1161,Children,Bottoms,Shorts,Ralph Lauren,2025-11-28,2025-11-29,1.0,29.4,30.98
1162,Mens,Shirts,Henley,The North Face,2025-12-01,2026-01-04,34.0,24.5,18.81
1163,Womens,Shoes,Flats,Adidas,2025-11-28,2025-12-08,10.0,19.21,17.69
1164,Womens,Tops,T-Shirt,The North Face,2025-12-03,2025-12-08,5.0,42.64,45.18
1165,Womens,Pants,Trousers,Zara,2025-12-03,2025-12-18,15.0,7.27,5.6
1166,Mens,Jackets,Bomber,Nike,2025-11-29,2025-12-10,11.0,14.48,13.85
1167,Children,Outerwear,Raincoat,Nike,2025-11-27,,,21.69,
1168,Children,Tops,Sweatshirt,The North Face,2025-12-01,2025-12-15,14.0,35.13,31.13
1169,Womens,Shoes,Flats,The North Face,2025-12-03,2025-12-24,21.0,29.66,22.33
1170,Womens,Outerwear,Cardigan,Levi's,2025-12-03,2025-12-11,8.0,19.59,20.12
1171,Mens,Shirts,T-Shirt,Lululemon,2025-12-03,2025-12-09,6.0,29.93,30.67
1172,Womens,Outerwear,Cardigan,Old Navy,2025-12-03,,,10.29,
1173,Womens,Shoes,Flats,Columbia,2025-11-27,2025-12-14,17.0,25.52,22.67
1174,Mens,Shirts,Henley,Zara,2025-11-30,2025-12-13,13.0,6.51,5.94
1175,Womens,Shoes,Sneakers,Adidas,2025-11-30,2025-12-21,21.0,25.09,19.32
1176,Children,Bottoms,Jeans,Zara,2025-12-01,2025-12-18,17.0,10.94,9.5
1177,Mens,Shoes,Loafers,Carhartt,2025-11-28,2025-12-02,4.0,19.12,18.21
1178,Womens,Pants,Leggings,Uniqlo,2025-11-27,2025-12-11,14.0,10.43,8.63
1179,Mens,Shoes,Sandals,Columbia,2025-11-29,2026-01-01,33.0,30.58,23.27
1180,Mens,Shoes,Loafers,Nike,2025-11-27,2025-12-06,9.0,14.63,14.51
1181,Children,Tops,T-Shirt,Ralph Lauren,2025-12-01,,,37.62,
1182,Mens,Pants,Chinos,Old Navy,2025-11-30,2025-12-11,11.0,6.49,6.4
1183,Womens,Pants,Jeans,Zara,2025-12-02,2025-12-25,23.0,7.58,5.88
1184,Mens,Shirts,T-Shirt,Levi's,2025-11-29,2025-12-15,16.0,22.61,20.15
1185,Mens,Shoes,Boots,The North Face,2025-11-29,2025-12-20,21.0,17.97,13.48
1186,Children,Bottoms,Joggers,Lululemon,2025-11-29,2025-12-03,4.0,31.1,31.84
1187,Womens,Pants,Wide-Leg Pants,Patagonia,2025-11-30,2026-01-08,39.0,27.62,20.09
1188,Children,Outerwear,Puffer,Lululemon,2025-12-01,2025-12-04,3.0,34.73,36.72
1189,Children,Shoes,Slip-ons,Lululemon,2025-12-03,2025-12-26,23.0,33.43,22.72
1190,Children,Outerwear,Jacket,Uniqlo,2025-12-02,2025-12-10,8.0,9.36,8.47
1191,Mens,Shoes,Loafers,Old Navy,2025-12-01,,,11.67,
1192,Womens,Tops,Tank Top,Uniqlo,2025-12-01,2025-12-20,19.0,9.3,7.98
1193,Mens,Jackets,Blazer,Patagonia,2025-12-01,,,35.33,
1194,Womens,Dresses,Mini Dress,Carhartt,2025-12-02,2026-01-16,45.0,22.24,17.03
1195,Children,Bottoms,Jeans,Zara,2025-12-03,2025-12-14,11.0,8.84,7.44
1196,Mens,Shoes,Sneakers,Zara,2025-11-29,2025-12-10,11.0,10.04,9.01
1197,Mens,Pants,Dress Pants,Old Navy,2025-11-27,2025-12-02,5.0,11.86,11.74
1198,Children,Tops,Sweatshirt,H&M,2025-11-28,2025-12-12,14.0,8.2,6.5
1199,Womens,Pants,Trousers,Adidas,2025-12-02,,,17.0,
1200,Children,Outerwear,Raincoat,Nike,2025-11-29,2025-12-11,12.0,13.95,11.74
1201,Womens,Tops,Tank Top,Columbia,2025-12-06,,,26.26,
1202,Children,Bottoms,Joggers,Old Navy,2025-12-06,2025-12-21,15.0,12.55,9.84
1203,Womens,Dresses,Evening Dress,Lululemon,2025-12-08,,,41.31,
1204,Children,Shoes,Boots,Uniqlo,2025-12-05,,,11.47,
1205,Womens,Shoes,Boots,Uniqlo,2025-12-07,2025-12-24,17.0,15.33,12.81
1206,Children,Shoes,Boots,Uniqlo,2025-12-08,2026-02-06,60.0,12.17,9.24
1207,Mens,Shoes,Loafers,Nike,2025-12-06,2025-12-07,1.0,16.89,19.68
1208,Children,Tops,Hoodie,Adidas,2025-12-10,2026-01-12,33.0,21.01,15.1
1209,Children,Tops,Hoodie,Old Navy,2025-12-09,2025-12-17,8.0,10.07,9.33
1210,Children,Tops,Sweatshirt,The North Face,2025-12-04,2025-12-17,13.0,29.94,26.49
1211,Mens,Pants,Jeans,H&M,2025-12-04,2025-12-22,18.0,5.51,4.65
1212,Womens,Shoes,Sneakers,Zara,2025-12-10,2026-01-01,22.0,9.38,6.57
1213,Children,Outerwear,Jacket,Ralph Lauren,2025-12-06,,,35.28,
1214,Mens,Pants,Jeans,H&M,2025-12-07,2025-12-10,3.0,7.01,8.05
1215,Womens,Tops,Blouse,Columbia,2025-12-07,2025-12-20,13.0,25.31,21.71
1216,Mens,Shoes,Boots,Ralph Lauren,2025-12-10,2025-12-30,20.0,26.84,18.6
1217,Mens,Shoes,Sandals,The North Face,2025-12-07,2025-12-11,4.0,35.27,38.89
1218,Womens,Shoes,Boots,Columbia,2025-12-04,2025-12-22,18.0,22.27,17.07
1219,Womens,Dresses,Casual Dress,Levi's,2025-12-09,2025-12-09,0.0,20.09,20.68
